y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label
2,5,11,18,26,30,34,39,42,45,47,49,50,51,51,51,50,50,49,49,49,48,47,46,44,44,43,42,42,42,63
4,7,12,18,23,30,35,39,42,44,46,47,49,49,49,49,49,49,49,49,49,49,49,49,48,47,46,45,44,43,56
0,3,7,13,20,27,33,38,42,44,46,49,50,51,52,52,53,54,54,54,54,54,53,53,53,53,53,52,51,51,62
1,4,9,16,25,32,39,44,48,51,53,57,60,62,63,64,64,64,64,64,64,64,64,64,64,63,63,63,62,62,67
1,3,6,14,21,27,33,38,42,47,51,54,57,58,59,60,61,62,63,64,64,64,64,64,64,64,64,64,63,62,86
0,2,5,13,19,24,31,37,42,46,50,53,55,57,58,59,59,59,60,61,61,61,61,60,60,60,60,60,59,58,68
5,10,16,23,30,35,40,42,44,46,47,48,49,48,47,47,47,47,46,46,46,46,46,45,45,44,44,44,44,44,73
2,6,13,18,22,29,34,39,42,45,47,48,49,49,49,49,49,50,50,50,50,50,50,50,49,48,48,47,46,46,62
0,2,6,12,19,25,32,37,42,46,49,52,54,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,53,52,81
2,4,9,15,23,30,36,40,43,47,49,51,53,55,56,57,57,58,58,58,58,58,58,58,57,57,57,56,55,54,68
1,4,8,15,22,30,36,41,45,48,52,55,58,61,62,63,63,63,64,64,64,64,64,64,64,64,64,63,63,62,67
1,5,10,16,25,34,42,48,54,60,64,67,67,69,70,71,71,70,70,70,69,69,69,69,69,69,69,69,68,68,98
3,7,12,19,25,29,32,35,38,39,40,41,41,41,42,42,42,41,41,40,40,39,38,37,36,35,34,33,32,31,60
1,5,10,17,23,29,34,38,40,42,45,46,47,48,49,50,50,49,49,49,48,48,48,48,48,48,48,47,47,46,67
6,9,14,19,23,28,32,36,40,43,46,49,51,52,52,52,52,53,53,53,53,53,53,52,52,52,51,51,51,51,75
2,6,14,20,26,32,37,40,44,48,52,55,58,59,61,62,62,63,64,64,64,64,64,64,63,62,62,61,60,60,81
0,6,14,24,32,39,46,54,60,63,66,68,69,69,69,69,69,69,69,70,70,70,69,68,68,67,67,66,66,65,98
11,16,22,29,36,41,45,49,54,57,59,62,65,67,67,67,67,67,67,67,67,67,67,67,66,65,64,64,64,64,101
10,14,19,23,28,31,35,37,39,40,41,42,43,44,44,44,44,44,43,42,42,42,42,41,40,39,38,37,37,36,67
1,5,9,15,22,28,33,37,40,43,44,46,46,47,48,49,49,48,48,48,49,49,49,48,48,48,48,48,48,48,68
0,2,5,10,16,23,29,34,38,41,44,48,50,50,50,51,52,52,52,52,52,52,52,52,52,52,51,51,50,49,67
6,11,18,25,31,38,43,48,52,54,56,58,58,59,60,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,84
0,1,4,11,18,26,32,38,43,48,51,53,56,58,59,60,60,60,60,60,60,60,60,60,60,60,60,60,59,59,76
0,3,7,14,22,32,40,46,51,55,58,61,63,64,65,65,65,65,66,67,68,68,68,67,67,66,66,66,66,65,76
9,16,24,35,45,51,56,61,65,68,70,72,73,74,76,76,77,78,79,79,80,79,79,78,78,78,78,78,78,78,104
7,11,16,22,27,31,34,36,39,41,42,43,44,45,45,45,45,45,44,44,43,43,42,42,42,42,41,41,41,41,83
0,2,6,12,18,24,30,35,37,40,42,45,46,47,48,49,50,50,50,50,50,50,50,50,49,49,49,49,49,48,61
2,5,10,18,25,33,38,43,46,49,51,52,53,54,54,54,55,55,55,55,55,54,53,52,52,51,50,49,49,48,73
5,9,14,20,27,33,38,40,43,45,48,51,53,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,74
1,5,11,19,27,33,39,41,45,47,50,52,55,56,57,57,57,58,58,59,59,59,59,59,59,59,59,59,58,58,79
3,9,16,22,30,36,41,43,47,51,54,57,59,60,61,62,62,63,64,65,65,65,65,65,64,64,63,63,63,63,71
4,7,15,24,32,38,42,47,52,55,58,61,65,67,68,69,69,69,69,69,69,69,69,69,69,69,68,68,67,67,87
0,2,6,11,19,24,28,32,34,38,40,42,42,43,43,44,44,44,44,44,44,44,43,42,41,41,40,40,40,40,68
2,5,11,18,25,29,35,40,44,47,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,50,49,49,48,83
0,5,10,17,23,29,34,38,42,46,48,50,52,54,55,56,56,56,56,56,56,56,56,55,55,54,54,53,52,51,73
1,5,9,16,22,27,32,38,42,47,50,52,54,56,57,58,59,59,59,59,58,57,57,56,56,55,55,54,53,52,64
1,6,12,19,25,32,37,41,45,48,51,54,56,58,60,61,62,62,63,63,63,63,63,63,63,62,62,61,61,60,88
1,7,15,24,32,38,43,48,52,57,61,64,67,69,70,71,71,71,70,70,69,69,69,70,69,69,69,69,68,67,95
4,7,12,17,23,27,31,33,35,38,41,43,44,45,45,45,45,45,45,45,45,45,45,44,44,43,42,42,41,41,74
2,4,9,15,19,23,28,34,38,41,43,45,47,48,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,50,67
3,5,10,18,24,28,33,38,42,45,48,50,53,54,56,57,58,59,59,59,59,59,59,59,59,59,59,58,57,56,68
0,1,6,13,21,28,36,44,49,52,55,57,60,61,62,62,62,62,62,63,64,64,64,63,62,61,61,61,60,59,92
0,3,8,15,20,25,33,40,43,48,51,55,57,58,59,59,60,60,61,62,62,61,61,61,61,61,60,60,59,59,89
0,7,16,25,33,40,46,51,56,60,64,67,70,70,70,69,69,69,69,70,70,70,69,69,68,68,67,67,66,66,88
5,10,15,19,25,29,33,36,40,42,44,45,46,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,46,45,78
0,2,6,12,18,22,27,33,38,41,44,46,49,51,52,53,54,54,55,56,56,56,56,56,56,55,54,53,52,51,71
1,5,9,16,22,28,33,38,41,44,47,50,52,53,55,55,56,56,56,56,56,56,56,56,56,56,55,54,53,52,65
2,7,12,17,24,29,33,36,39,42,45,48,52,53,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,76
1,5,9,17,24,29,34,38,42,46,49,53,56,57,59,60,61,61,61,61,61,61,61,61,60,59,58,58,57,57,65
1,4,10,16,22,28,36,42,46,50,54,57,59,62,63,64,65,65,65,65,65,65,65,65,65,64,64,63,62,61,67
3,8,15,22,29,35,40,45,51,54,56,59,62,65,67,68,68,68,68,68,68,68,68,68,69,68,68,68,68,66,68
1,5,14,23,31,37,43,48,54,58,63,66,69,71,73,74,74,75,75,75,75,75,74,74,74,73,72,71,71,70,78
4,8,14,19,23,28,34,37,39,41,43,43,44,44,44,44,43,43,43,43,43,43,43,43,43,43,42,41,40,39,62
1,3,6,13,17,23,27,31,34,38,40,41,43,44,46,46,47,48,49,49,49,49,49,48,47,46,45,45,45,45,60
1,4,7,14,19,24,30,35,40,42,43,46,47,49,51,53,54,55,56,56,56,55,55,55,55,55,55,54,54,54,57
3,7,13,18,24,30,33,37,41,44,46,48,50,51,53,53,54,55,55,55,54,54,53,53,52,52,51,51,50,49,52
0,3,8,16,22,28,34,39,44,48,50,55,56,57,59,59,60,60,61,61,61,61,61,61,60,60,59,59,58,58,70
2,8,16,22,27,34,38,43,45,51,54,58,60,61,62,63,63,62,62,62,62,62,62,62,62,62,61,61,60,60,83
1,5,11,18,26,32,38,42,47,50,54,58,62,64,67,67,68,69,68,68,68,69,69,69,68,68,68,68,68,67,71
1,4,8,14,21,28,35,40,46,50,54,58,62,64,67,69,72,73,74,75,74,75,75,75,75,75,75,74,73,72,86
3,7,11,17,23,28,31,33,35,38,40,41,42,43,43,42,42,42,42,42,42,42,41,40,39,39,38,38,37,36,64
5,8,13,19,24,29,33,35,36,38,39,41,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,57
2,6,11,16,22,27,33,37,41,43,45,45,48,48,50,49,50,49,50,50,50,50,50,50,50,50,48,49,48,48,62
2,5,7,13,18,24,29,34,37,42,45,47,49,51,53,54,55,55,55,55,55,54,54,54,53,52,51,50,49,48,62
6,9,13,18,26,32,36,41,44,48,51,54,58,60,61,61,61,62,62,62,62,62,62,61,61,60,59,58,58,57,77
1,2,4,9,15,21,28,34,40,45,50,54,57,60,62,62,63,63,64,63,63,63,63,63,62,62,61,61,60,60,78
2,6,15,22,31,38,45,50,55,59,63,68,70,73,72,71,70,69,69,69,70,70,70,69,69,68,68,68,68,68,96
3,4,7,12,19,26,31,36,38,41,43,44,45,46,46,46,46,45,45,44,43,43,42,41,41,40,40,39,39,38,64
3,6,11,16,21,25,29,33,36,40,41,44,45,46,47,48,49,49,50,50,50,49,48,47,47,47,47,47,47,47,61
3,7,13,18,24,31,37,41,43,45,48,49,51,52,53,53,53,53,53,52,52,52,52,52,53,53,53,53,53,53,81
5,9,15,20,27,33,39,43,46,48,51,53,55,58,60,61,61,61,60,60,59,60,60,61,60,60,59,60,59,59,84
5,9,13,20,28,34,40,44,49,52,55,58,62,63,64,64,64,63,62,63,63,64,63,63,62,62,62,62,61,60,83
1,3,7,14,19,26,32,37,40,44,47,51,54,57,60,62,63,64,66,66,67,67,67,67,67,68,68,68,67,67,94
3,4,7,14,20,26,31,37,39,40,42,44,46,47,48,49,50,50,50,50,50,49,49,49,49,48,47,46,45,44,78
3,6,12,17,22,25,30,33,37,39,42,44,46,49,50,51,51,51,50,49,49,48,48,47,46,45,45,45,45,45,69
3,7,12,18,24,31,37,42,45,47,50,52,55,55,55,55,57,57,57,56,55,54,52,52,51,51,50,49,48,49,80
4,10,16,22,28,35,40,45,49,52,54,56,58,60,60,60,60,60,60,60,60,59,59,58,58,57,57,56,56,55,72
5,9,15,21,28,35,41,47,53,56,59,60,62,62,63,64,64,65,65,65,64,64,63,63,62,62,62,61,61,60,90
5,9,16,24,31,36,44,50,55,58,61,63,65,67,67,68,68,69,69,70,70,70,70,69,69,68,68,67,67,66,91
11,15,22,28,33,36,40,42,44,45,47,48,49,49,49,49,49,49,49,49,48,47,46,46,45,44,43,43,43,43,86
2,4,9,16,22,27,32,36,40,43,46,49,50,52,53,54,55,55,54,53,52,52,51,51,50,49,49,49,48,47,62
2,6,11,18,23,29,34,39,43,46,49,51,53,54,54,55,55,55,55,55,54,53,53,53,53,53,53,53,53,52,68
0,3,9,16,22,28,34,40,45,49,52,55,57,58,59,59,60,60,60,60,60,60,60,60,60,60,60,59,59,58,74
4,9,16,23,30,36,42,46,50,53,57,60,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,83
1,5,14,22,29,37,43,48,53,57,62,64,65,66,67,68,68,69,70,70,71,71,71,70,69,68,67,67,66,65,89
7,11,16,20,25,30,34,37,40,44,46,46,47,48,48,48,48,47,47,47,47,47,47,47,47,47,46,45,44,43,79
3,7,12,19,25,30,34,37,40,43,46,47,48,48,48,49,49,49,49,48,47,46,45,45,45,45,45,45,45,45,58
2,5,11,17,24,31,36,41,45,47,48,50,50,51,51,52,52,52,52,52,52,52,52,52,52,52,51,50,49,48,71
1,3,9,16,22,28,35,40,44,49,53,54,56,57,58,59,59,59,59,58,58,58,58,57,57,56,56,55,54,53,67
5,10,16,22,27,33,38,42,45,48,50,53,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,57,56
5,12,19,26,34,41,46,50,52,56,59,61,63,65,67,68,69,70,70,70,70,70,70,70,70,70,70,70,70,70,87
1,5,11,19,28,39,48,57,63,67,70,74,76,78,79,80,80,81,81,81,81,81,81,81,80,80,80,79,78,77,99
2,5,9,16,23,28,32,36,39,42,43,44,45,45,45,45,45,45,45,45,44,44,43,42,41,40,39,39,39,39,64
1,4,9,15,22,28,33,37,40,43,46,48,49,50,51,51,51,51,50,49,49,48,47,47,47,47,46,45,45,45,75
3,6,10,16,21,28,34,38,42,46,48,50,52,54,55,56,56,56,56,56,55,55,55,55,54,54,54,53,52,51,69
5,9,15,21,27,33,39,43,48,51,55,56,58,60,61,62,63,63,63,63,63,63,63,63,63,63,62,62,61,61,92
4,8,14,20,27,34,41,46,50,54,57,60,63,64,66,67,68,69,70,71,71,71,71,71,71,71,70,70,69,69,108
1,3,9,19,26,33,41,47,53,59,65,68,70,73,73,72,72,71,71,71,71,71,70,69,68,68,67,66,65,64,69
2,5,9,14,20,26,31,35,38,40,43,45,46,47,48,48,48,48,48,48,47,47,47,47,47,47,47,47,47,46,79
4,7,10,17,22,26,31,35,39,41,44,46,47,47,48,48,48,47,47,47,47,47,47,47,47,47,47,46,45,44,65
2,6,12,19,25,28,34,38,41,43,47,49,51,52,53,54,55,55,55,54,54,54,54,53,53,52,51,51,51,51,62
1,3,6,13,21,25,31,36,41,47,51,54,57,59,61,62,63,64,64,64,63,63,63,63,63,63,62,62,61,61,84
7,13,18,23,30,35,38,41,44,47,50,54,56,58,59,59,59,59,59,59,58,58,58,58,58,58,58,58,57,56,87
2,6,11,17,23,29,36,41,46,49,53,56,59,63,67,67,68,68,69,69,70,71,72,72,71,71,70,70,70,70,89
8,13,19,23,28,33,36,38,42,44,45,46,47,48,48,48,48,48,48,48,48,48,48,48,48,48,47,47,46,46,80
6,8,13,19,24,27,31,36,38,39,40,42,43,43,44,44,44,45,45,45,44,43,42,41,41,41,41,41,41,41,50
8,12,19,26,32,37,42,46,49,52,54,55,56,56,56,56,56,56,56,56,56,56,55,54,54,53,52,52,52,52,85
6,10,16,24,31,36,42,47,52,55,58,60,62,63,64,63,63,62,62,62,62,62,62,62,61,61,60,60,59,59,83
5,9,14,21,27,32,37,42,47,51,55,58,61,63,64,65,65,65,65,65,65,65,65,65,64,64,63,63,62,62,88
8,14,21,28,34,39,44,48,52,57,61,66,68,71,73,74,74,75,75,76,77,77,77,77,76,76,76,76,75,75,101
4,8,13,19,25,30,33,36,38,41,43,45,46,47,48,48,48,48,48,48,48,47,47,46,45,44,44,43,42,42,69
1,4,8,15,21,26,31,35,39,42,45,48,49,50,51,52,52,53,53,52,52,51,51,51,51,51,51,50,50,49,72
3,6,11,16,24,29,35,39,43,46,49,52,53,54,56,57,59,59,59,58,57,56,56,56,56,55,54,53,53,53,75
4,7,12,18,23,28,32,36,40,43,46,49,52,54,56,57,59,60,61,61,61,61,61,61,61,61,61,61,61,61,80
7,12,18,25,31,36,40,45,49,53,57,58,60,61,62,64,64,65,66,67,67,67,67,67,67,66,66,66,66,66,84
3,9,13,19,26,31,36,42,47,51,54,57,60,63,66,67,68,69,69,69,69,69,69,69,69,68,67,67,66,66,92
0,4,9,15,21,26,31,35,39,42,44,46,48,50,51,51,52,52,52,51,51,51,51,51,50,49,48,48,47,47,60
8,10,11,13,15,18,18,22,23,25,26,28,30,31,32,34,35,37,39,40,40,40,41,41,42,42,42,42,42,43,53
0,0,3,11,19,26,34,42,47,52,56,59,62,63,65,66,66,65,65,65,65,65,65,65,64,64,64,64,64,64,74
2,4,11,17,23,27,32,38,41,43,47,52,55,57,60,62,63,64,65,65,65,65,65,65,64,64,64,64,64,63,72
0,1,6,16,24,29,34,40,45,49,53,56,58,58,58,58,58,58,57,56,56,55,54,54,53,52,51,50,49,48,84
4,9,17,26,32,39,45,50,54,57,60,62,66,66,67,67,67,66,66,66,66,66,66,66,65,64,63,62,61,60,69
1,4,8,17,23,29,34,39,44,48,50,52,53,53,54,54,54,53,53,53,53,53,53,52,51,50,49,48,47,46,76
8,11,15,21,28,34,40,45,49,53,56,59,61,61,62,62,62,62,62,62,62,62,62,62,61,61,60,60,60,59,78
0,5,9,12,15,18,19,25,31,36,39,42,44,47,49,50,51,51,52,53,54,55,55,56,56,56,56,56,56,56,72
7,10,15,21,24,30,38,44,48,52,55,59,62,64,65,66,66,66,66,66,66,66,66,65,65,65,65,64,64,64,97
1,3,7,14,20,26,31,36,41,44,47,50,52,53,54,54,55,55,55,54,54,54,54,54,53,52,52,52,52,51,64
2,4,6,12,19,26,31,35,39,43,46,49,51,53,54,54,53,52,52,52,52,52,52,52,52,52,52,52,51,50,53
1,1,4,11,18,24,29,33,36,39,41,43,45,47,49,50,51,52,53,53,53,53,53,53,53,53,53,53,53,53,56
2,5,8,15,22,28,32,38,41,45,48,51,53,54,55,56,56,56,56,56,56,55,55,55,54,54,54,50,50,50,78
9,12,18,25,31,36,40,44,48,50,53,56,58,60,61,61,62,62,62,62,62,62,62,62,62,62,61,61,61,60,77
4,7,10,13,16,21,27,31,34,38,42,44,47,50,51,52,53,53,53,53,53,52,53,53,52,52,52,52,52,52,68
7,9,12,18,26,33,38,44,49,52,54,56,57,59,61,62,62,63,63,63,62,61,60,60,60,60,59,58,57,56,55
23,29,34,39,43,46,50,52,55,57,58,59,59,60,61,61,61,61,61,60,59,59,59,58,58,57,57,56,55,55,86
6,11,13,16,21,28,33,41,45,48,49,50,50,50,50,50,50,49,49,49,49,49,48,47,46,46,45,44,43,43,76
1,2,5,11,19,26,33,41,47,52,57,59,61,62,63,63,63,63,62,62,62,62,62,62,61,61,61,60,60,59,81
0,3,11,20,28,35,39,42,45,48,52,54,57,60,60,60,60,60,60,60,60,60,59,59,58,57,56,56,56,55,86
15,18,21,24,27,30,27,32,34,37,40,43,45,48,49,51,52,53,53,53,54,54,54,54,54,54,55,55,55,56,73
7,7,11,17,24,30,35,39,43,48,53,56,58,59,60,60,60,60,60,59,58,58,57,56,55,55,55,54,54,53,85
0,2,7,12,18,25,32,39,44,48,51,53,55,56,57,58,58,57,57,57,57,57,56,55,54,53,53,53,53,52,77
12,14,17,23,26,30,31,36,40,43,46,49,50,51,53,54,55,56,56,56,56,56,56,56,56,56,56,56,55,55,66
7,11,17,23,29,35,40,44,48,53,56,58,61,62,62,62,62,62,61,61,61,60,59,58,57,56,56,55,54,54,73
0,3,8,13,19,29,35,40,45,49,53,55,56,57,58,58,58,58,58,58,58,58,58,58,58,57,56,55,55,54,74
2,3,8,15,23,30,37,43,48,51,54,57,59,61,63,64,64,64,64,64,63,63,63,63,63,63,63,62,61,61,88
4,8,17,24,29,34,39,44,47,50,52,53,53,54,54,55,56,56,57,57,57,57,57,57,57,57,57,57,57,58,73
4,8,15,23,30,36,41,44,44,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,44,43,42,42,41,84
9,13,17,22,28,33,38,42,45,49,52,54,55,56,57,57,57,57,56,55,54,54,54,54,54,54,54,54,54,54,73
7,10,13,18,24,30,35,39,44,47,49,52,54,56,57,59,60,60,60,60,60,60,60,60,60,60,60,59,59,59,75
10,13,16,22,27,34,39,43,46,51,55,57,60,62,63,64,65,65,65,65,65,65,64,63,62,62,61,61,60,59,76
13,15,17,23,29,35,41,47,51,55,59,61,63,64,65,66,66,66,66,66,66,66,66,65,64,64,63,62,62,61,77
4,6,9,15,22,31,39,44,48,52,56,59,61,63,64,65,65,66,67,68,68,68,68,68,68,67,66,65,65,65,81
0,1,5,9,13,17,22,27,33,37,41,44,47,51,52,51,51,53,54,54,54,53,52,51,51,51,51,51,51,51,59
3,5,12,19,22,27,30,36,40,44,46,48,49,51,53,54,54,54,54,54,54,54,54,53,53,53,52,51,50,49,57
1,3,7,13,19,24,29,35,40,43,46,50,52,54,56,57,58,58,59,60,60,60,60,59,58,58,58,58,58,58,69
9,13,18,25,29,34,39,43,47,51,54,56,57,57,58,59,60,61,61,61,61,61,61,60,60,60,59,59,58,57,72
0,3,9,16,23,30,37,43,47,50,54,58,60,62,63,66,67,68,68,68,68,68,68,68,68,68,68,68,68,68,71
11,16,23,30,36,41,45,50,55,60,63,65,66,66,67,68,68,69,69,69,69,69,69,69,69,68,68,68,68,68,79
0,1,3,9,16,24,31,36,41,45,49,52,54,57,60,60,60,60,60,60,60,60,60,60,60,60,59,59,59,59,81
1,5,14,21,28,34,41,46,48,51,53,55,57,57,59,60,62,63,63,64,64,64,65,64,65,64,65,65,65,65,76
0,1,6,13,20,26,31,38,42,47,53,55,57,60,61,63,64,63,64,65,65,66,66,66,66,66,66,66,66,66,85
4,10,15,23,29,35,41,47,51,53,56,58,61,63,64,65,66,67,68,68,68,68,67,66,65,64,63,62,61,61,79
0,2,7,14,21,28,37,41,46,50,53,55,58,64,68,71,72,72,74,74,74,74,74,75,74,74,73,73,72,72,70
3,8,15,24,33,39,45,52,57,61,64,69,75,79,82,84,85,86,87,88,88,89,88,89,89,89,89,89,89,88,104
3,7,13,20,27,34,39,45,49,53,57,60,63,65,67,67,67,66,65,65,64,64,63,62,62,61,61,60,60,60,105
1,2,6,11,16,21,26,30,35,41,46,51,55,58,60,63,64,64,64,64,65,66,67,67,67,66,65,65,65,65,67
0,1,3,8,14,20,26,33,37,43,49,56,64,67,71,73,74,74,74,74,74,74,73,73,72,72,71,70,70,69,82
0,2,6,12,18,26,33,38,42,46,52,56,59,62,66,66,66,66,66,66,66,66,66,66,66,65,64,63,63,62,54
1,3,7,14,21,27,32,37,44,50,56,59,63,66,67,67,67,67,67,67,67,67,67,66,66,66,66,66,66,66,66
0,0,4,9,13,18,22,26,31,35,38,41,43,44,46,48,50,51,52,53,53,53,53,53,53,53,53,53,53,52,61
-1,0,6,12,18,24,29,34,38,42,46,49,52,54,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,62
2,5,7,11,17,21,27,31,35,39,42,46,47,49,51,54,57,59,59,60,61,61,61,61,61,61,61,61,61,61,59
0,0,0,4,10,16,23,29,34,38,43,48,52,54,57,59,60,61,62,62,62,61,61,61,61,61,61,61,61,60,59
2,4,7,13,19,26,32,37,41,46,49,52,55,58,60,62,63,64,63,63,63,63,63,63,63,62,62,62,62,62,60
1,8,14,21,30,37,43,49,53,56,58,61,65,68,70,71,72,72,72,72,71,70,70,70,69,69,69,69,69,69,80
24,27,33,40,46,52,57,61,66,71,74,76,78,80,81,82,82,82,81,81,81,81,81,80,80,79,78,76,73,71,90
0,3,7,11,16,22,28,33,37,40,43,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,81
3,7,13,20,26,30,34,37,39,42,44,46,48,50,50,50,50,50,50,49,48,47,47,46,46,46,46,46,45,44,62
5,10,15,20,24,29,34,38,41,44,47,50,52,53,54,55,56,56,56,56,56,56,56,56,56,56,56,56,56,55,75
1,3,9,16,23,31,38,43,47,50,53,54,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,104
6,9,13,19,26,31,36,41,45,48,50,52,53,54,55,55,55,55,55,54,54,53,53,52,51,50,50,50,48,45,68
2,6,10,14,19,24,29,34,38,42,46,49,52,54,55,56,56,55,55,55,55,55,55,55,54,53,52,52,52,51,67
5,11,16,23,28,33,37,40,43,47,50,52,54,55,56,57,58,58,58,58,58,58,58,58,58,58,57,56,56,56,67
8,12,16,23,30,35,39,43,46,49,61,61,61,61,61,61,61,61,61,61,61,61,61,60,59,58,58,58,57,56,95
13,16,20,25,27,29,31,33,35,38,40,42,43,44,45,45,45,45,45,45,45,45,45,45,45,44,43,42,41,40,80
1,3,5,11,18,24,29,33,37,41,44,47,49,51,53,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,84
0,0,1,3,6,9,14,18,23,28,33,37,41,45,48,51,53,56,58,59,60,60,60,60,60,60,60,60,59,59,66
3,3,3,9,15,20,27,33,38,43,48,52,56,58,60,61,62,63,63,64,64,64,64,64,64,64,64,64,64,64,83
0,3,8,16,23,27,32,37,42,46,49,53,56,59,60,62,64,65,66,67,68,68,68,68,67,67,67,67,66,65,66
0,0,2,9,14,20,25,30,34,38,41,43,47,50,52,54,56,57,59,60,61,62,62,63,63,63,63,63,63,63,43
0,0,1,4,12,19,26,34,41,48,54,58,62,65,67,69,70,71,72,72,73,74,75,76,77,77,78,78,79,79,87
0,0,2,7,15,23,30,33,41,47,53,57,60,63,66,68,70,71,71,71,71,71,71,71,71,71,71,71,71,70,63
0,0,1,6,13,21,28,33,37,39,42,45,46,47,46,46,45,45,44,44,45,45,44,44,44,44,44,44,44,44,87
3,4,7,12,18,23,29,33,36,39,43,46,49,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,76
2,6,12,18,25,30,34,39,43,47,50,52,54,56,56,56,56,56,56,56,55,55,55,55,55,54,54,54,54,54,81
2,5,11,17,21,24,29,34,38,42,46,49,51,53,55,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,68
6,11,15,19,25,30,35,39,42,45,48,51,54,56,58,60,61,62,64,64,64,64,64,64,64,64,64,64,63,62,64
17,20,23,27,32,38,43,48,52,55,58,60,62,63,64,64,64,65,65,65,65,65,65,65,65,65,65,65,65,65,81
0,0,3,11,18,24,31,38,45,51,56,59,62,65,69,72,73,73,74,74,74,75,75,76,76,76,76,75,75,75,86
0,0,3,7,12,18,24,29,34,38,41,43,46,49,52,54,55,56,57,57,57,57,57,57,57,57,57,56,55,52,68
2,3,7,14,20,23,27,32,37,42,47,50,53,55,57,58,59,59,59,59,58,58,57,56,55,55,55,55,55,55,66
0,3,10,18,24,29,34,39,43,47,50,53,55,58,60,61,62,63,64,65,65,65,65,65,65,65,65,65,65,65,75
4,7,11,15,19,25,31,36,41,46,49,52,55,58,60,62,64,65,66,66,66,66,66,66,66,66,66,66,66,66,76
1,5,12,19,26,33,39,43,49,53,57,60,63,65,68,70,71,71,72,73,73,73,74,75,75,75,75,75,75,75,88
2,4,7,14,19,24,30,34,37,41,44,46,48,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,88
0,0,1,6,11,16,22,28,33,37,41,44,47,50,52,53,53,53,53,53,53,53,52,52,52,52,52,52,51,51,72
2,4,7,11,17,23,28,33,36,40,44,46,49,51,53,54,55,56,56,56,56,56,56,56,55,54,54,54,54,54,67
0,2,4,10,17,22,28,33,37,40,43,47,51,54,56,57,59,60,60,60,60,60,60,60,60,60,60,60,60,60,63
0,0,3,11,19,25,30,35,39,43,47,51,55,58,60,62,63,64,64,64,64,64,64,64,64,64,64,64,64,63,72
1,4,11,17,24,31,37,43,49,54,58,61,63,66,68,70,71,71,72,71,71,72,73,74,75,75,75,75,75,75,98
4,4,8,13,19,24,30,35,40,45,50,54,58,61,65,68,70,72,73,74,74,74,74,74,74,75,75,75,75,75,89
1,0,1,7,14,20,26,31,35,38,41,44,47,49,51,53,54,55,56,56,57,57,57,57,57,57,57,57,57,56,97
2,5,9,15,21,26,31,36,40,43,45,47,49,51,53,55,56,56,56,56,56,55,55,55,55,55,54,53,52,50,66
1,2,4,9,15,22,29,36,42,47,51,53,54,56,59,61,62,63,63,62,62,62,62,61,61,61,61,61,61,61,90
3,3,8,16,21,26,31,35,39,44,47,50,53,55,56,58,59,60,61,62,62,62,63,63,63,63,62,62,62,61,73
9,13,16,22,28,34,39,45,51,55,58,60,61,63,64,65,67,68,69,70,70,70,70,71,71,71,71,71,71,71,103
0,0,0,6,12,21,28,34,39,43,47,52,55,57,60,62,64,66,67,68,69,70,71,72,73,73,73,73,73,73,76
0,0,2,8,14,20,24,27,30,31,33,36,39,42,44,46,47,47,47,47,47,46,45,45,45,45,45,45,45,44,68
1,2,5,11,14,17,21,26,30,34,39,42,45,47,49,51,52,52,52,51,51,51,51,51,51,51,50,50,50,49,67
0,0,3,6,11,19,25,32,38,43,47,51,54,57,60,62,63,63,63,63,63,63,63,63,62,61,61,60,57,52,72
0,1,6,13,19,25,30,35,39,43,46,49,51,53,55,57,59,60,60,61,61,61,61,61,60,60,59,59,59,59,76
0,0,3,11,16,23,30,37,42,47,51,54,56,58,59,60,60,61,61,61,61,61,61,61,61,60,60,60,60,60,76
0,0,1,5,12,19,24,29,33,37,42,47,50,54,58,61,63,66,69,71,73,74,74,74,74,74,74,74,74,74,76
-1,0,0,4,10,18,25,31,36,41,46,52,57,60,63,67,71,74,75,76,77,78,77,77,77,77,77,77,77,77,80
0,2,4,9,15,20,24,28,32,35,39,42,45,47,49,51,52,53,54,54,54,54,54,54,54,53,53,53,53,53,96
