0
"가격대비 가성비가 좋아서, 한개 더 구입할까 합니다. 많이 파세요 ^^..."
싼맛에 그냥 쓰고있어요~
엄청나네요 감사합니다. 많이 파세요~
예뻐요. 맘에들어요.
잘못 주문해서 교환했는데 친절히 설명도 해주시고 감사합니다~
사용하기도 편하고 컬러도 이뻐요
"제품은 만족스러우나 배송 느리고,흠집이 크게 있어요"
아이들이 너무나 좋아 하네요 
"가격이 저렴하지만, 품질 자체는 상당히 좋습니다"
저렴하게 잘 산거 같아요
맘에듭니다 무난하게 딱 적당하니 좋아요^^
주변에서 좋다구 추천좀 해달라구그러네요~
다른 제품으로 다시 구매하고싶어요
감사히 잘 사용하겠습니다 수고하세요
정말 좋구요^^ 귀여워요ㅎㅎ
싸게 잘 구매했어요 배송두 무지 빠르게 왔네요
배송 정말 빨라요 얼마 안 기다렸는데 금방 온 것 같아요 
오 진짜이뻐요
엄마한테 선물해드렸는데 너무 맘에 들어하시네요
배송빨라고여 넘넘 감사합니다
오프라인에서 사기에는 너무비싸서 인터넷으로 검색하다보니 가격은 ...
배송은 좀 맘에 안들지만 물건은 그럭저럭 쓸만하네요
배송 빠르네요 어제 주문했는데 오늘 왔어요
우리 딸 너무 좋아해요 가격도 저렴하고 가격대비 품질도 아주 좋아요
의외로 예쁘고 맘에 들어요
가격대비 넘 맘에들고 배송도 빠르고요 감삭드립니다^^
빠른배송이라 좋았어요
딸래미가 좋아하네요 디자인도 다양해서 맘에 들어합니다
강추 합니다 
가격도 저렴하고 재구매하게 되면 다시 들리겠습니다 ~~
기대보다 색상이 더이뻐요 ㅎㅎㅎ 
가격대비 넘 괜찮아요. 강추
정말 예쁩니다. 번창하셔요
생각보다 더 괜찮은듯 하네요 
리뷰에 배송이 느리다는 소리가 많아서 걱정했는데 다른데보다 빠르네...
사진과같고 배송도 빠르고 정말 만족합니다~!!!
가격이 저렴한만큼 가성비대비 잘쓰고 있습니다^^
좋아요 예쁘고 깔끔해요 감사해요
검수하고 보내셨을텐데 !! 먼지가 좀 쌓여있는거같아요..!
저렴한 가격과 빠른배송도 만족하는데 제품자체도 정말 대만족이네요~
배송이 완전 빨라요 주문시 모르는부분도친절한 응대 감사해요^^
색상이 넘좋아요 배송도 빠르고요
디자인이나 사용하기에는 가격대비 좋네요
아주 맘에 들어요 
상품 잘 받았습니다. 상품은 마음에 들구요
배송빠르고 이쁘네요
생각보다 품질이 너무 좋고 저렴한데 배송까지 빠르네요 대대만족!
하나샀는데 배송도 빠르고 사진과 같네요 좋은제품 감사합니다
다른곳보다 싸고 품질도 좋네요..
화면에서 보는거랑 색상이 좀 달라요 모니터 잘보구 구매하세요~!!!1
가격에 만족 품질에 만족합니다
깔끔하고 깨끗해서 참 좋네요
배송은 빠르고 포장도 잘해서 보내주셔서 감사합니다~
싸게 득템했어요 오프라인에서는 똑같은것도 더 비싸게 파는데 좋은가...
그럭저럭 괜찮은거 같아요 쏘쏘~
재구매 했는데 이번에도 배송도 빠르고 잘받았습니다 다음에도 재재구...
가격대비 좋네요~ 여러개를 구입해서 선물용으로 나눠드렸어요!
배송도 빠르고 상품도 맘에 드네요
색상이 생각보다 이뻐서 어머니가 매우 만족해하십니다
늘쓰던거라 맘에 들어요
"디자인, 색상, 마감 상태 무난하네요^^"
다음에 또 구매하고 싶네요 감사합니다.
저렴한가격에 질도 좋구요 배송도 빨라서 더 좋네요 감사합니다.
어머니께서 만족하셔서 평가 좋아요 드립니다!
배송엄청 빠르네요 담날 바로 왔어요 디자인도 좋고 괜찮습니다.
엄마 선물로 샀는데 좋아했어요.
부모님 사드렸는데 좋아하셔서 기쁩니다. 추천드려요
엄마사드렸는데 좋다구하시네요 
화면으로 보던거와 똑같아요
배송은 좀 느렸지만 제품에 만족해서 후회는 없어요ㅎㅎ
아는 분께 선물하고자 구매한 것인데 나름 잘 맞고 깔끔하네요
금요일에 주문했는데 토욜에 받음. 총알배송 짱짱
오늘 받았네요~~ 배송도 빠르고 넘 맘에 들어요
너무 좋아요~
다음에 또 구매할게요 번창하세요 
이뻐요!
가격대비 만족합니다 배송도 빠르고 좋아요!
상품은 마음에드네요
튼튼하고 디자인이 맘에 들어서 리뷰 남겨요~ 
잘받았습니다 그리고 제가 구매를 잘못했는데 전화 주셔서 잘못 주문...
디자인 깔끔하고 사용하기 편리하네요
가성비 쓸만함 나머지는 다 좋습니다^^
배송빨라여 굿ㅋㅋ
싸고 배송도빠르고 제품 퀄리티도높고 어느하나 빠지는게없네요
바로 다음날 왔네요 정말 안되는게 없는 대한민국이에요^^
저렴한 가격에 좋은제품 받은것만으로도 좋은데 배송까지 빨라서 더할...
전화안내 친절하게 해주신 직원분 감사드려요.
예쁘고 품질 좋으네요
배송도 빠르고 좋은제품 감사합니다~
아버지께서 만족하셔서 평가 좋아요 드립니다!
배송 엄청 빠르네요
가격대비 정말 좋네요
너무 만족합니다.
배송은 주말껴서 한 4일정도 걸렸지만 만족해용
판매자님 친절하시더라구요 ^^ 만족
상품 다 맘에드는데.. 썌거 냄새가 좀 심하게나네요
그냥 그래요..무난
어머니 선물로 샀는데 만족해하십니다.
또 주문할꺼 같아요
튼튼해보이고 이쁘네용 ㅎㅎㅎ
배송도 금방오고 사진보다 더 깔끔하고 이뻐요!!
엄니가 좋아하시네요~
좋습니다 디자안 깔끔하구 상태양ㅎ 합니다
잘받았습니다~ 사진과 같아요
대체적으러 쓸만해요 배송도 빠르네요^^
울아들 좋아라 합니다. 잘 쓸깨요
후기가 좋아서 샀는데 기대를 너무 많이 했나봐요ㅠㅠ 좀더 사세페이 ...
멋진상품 사업번창하세요
엄청좋은데요 생각했던거보다 훨씬좋네요 가격대비 만족만족합니다
친절에 감사하고 제품 사용해보니 만족 합니다.
후기보고 걱정했는데 괜찮던데..저는 만족합니다~!!^^
상품평중에 괜찮다는 글이 많아서 구매했는데 역시 실사용후기는 무시...
말 좋습니다 도착하자 바로 사용해 봤는데 와~~!! 주변분들에게도 자...
써보니 완전 대박입니다.
마음이 다 시원해지는 기분이예요 ^^ 추천합니다 !!
와~~이제품 물건이네요ㅎㅎ 써보고 완전 놀랬어요
품절 연락도 늦게 알려주시고... 없는건 목록에서 빼세요
"가격이나 배송엔 만족합니다. 아직 사용해보질 않아서 평은 이르고, ..."
상품은 쓸만합니다. 다만 배송은 집에 사람 있는데도 그냥 경비실에 ...
얼마나 효과가 있을지는 모르겠지만 그래도 눈에 보이니 뿌듯하네요.
배송도 빠르고 포장도 잘되어 잇네요 저렴하게 구매해서 만족하고 있...
앞으로도 더 좋은 상품 사면 좋겟네요 번창 하세요 ^^~
토요일에도 배송이되네요 만족해요 주말에도 배송하는 업체 굿~!
"사실,, 처음 살땐 긴가민가 했는데 사용하고나니 적극 추천드려요 ㅋ..."
후기가 좋아서 구매하였습니다. 실제 사용해보니 가격대비 성능이 정...
싸게 잘샀는데 제품이 잘못와서 교환했어요~!!! 잘대해주셔서 빠르게 ...
올해의 최고의 득템. 많이파세요~
디자인이 상당히 괜찮아서 마음에 들어요 제품까지도 좋아보이네요 ㅎ...
긴가민가했는데 눈으로 직접 확인해보니 대박
배송 빠르긴한데 다른 동으로 배달하셨음.... 제품은 만족합니다. 한...
원래 쓰던 제품이 너무비싸서 고민이됐는데 이 제품으로 쓰니까 저렴...
사용하기 간편해 좋군요 뭐든지 간편하고 소비자가 쓰기편해야 좋은제...
비싸지도않고 좋아요~
완전 강추합니다.와...배송도 이렇게나 빠르고!!!!! 가격대비 참 만족...
가격대비 효과있고 장단점이있는 여러가지를 병행해서 사용하는게 좋...
놀랍도록 빠른 배송에 일단 대단히 만족스럽다는 생각이 듭니다. 
받자마자 사용했는데 우와~장난이 아니게 좋네요~!!강추^^
가격대비 좋네요
가격은 갠찮은거 같은데 써봐야 알듯..
잘산것 같아요 배송도 빠르고 대박날것같아요
리뷰가 좋아서 구입하게 됐는데 좋아서 제가 리뷰를 달고있네요 ㅋㅋ...
써보니 아주 좋아요
어머님이 좋다고 달라하셔서 드렸는데 제가 필요해서 또 샀네여ㅋㅋㅋ
배송도 빨리오고 상품도 완전 좋네요~^^ 
생각보다 괜찮아요 추천할께요
"잘 받았고, 배송도 만족스럽습니다"
제 마음에 쏙 드네요
글을 처음 남겨보네요~ ㅎ 진짜 너무 좋아서 글을 남기게되요 완전 강...
이거 완전 물건이에요.
나름 만족합니다
다른 유사상품과 비교하다 이상품 구매했어요 너무 좋네여!
좋은제품을 받으니 제가 맘이 편해지네요 ㅎㅎ 감사합니다
와... 진심 구매하세요.
마누라가 하도 졸라서 구입 했습니다 엄청나네요 좋은거 같아요^^ 졸...
나쁘지 않음
좋습니다^^
잘 받았습니다. 많이 파세요^^
상품 잘 받았습니다. 성능이 좋은것같아요
와우 간만에 좋은 상품 알았네요 
친절하게 전화해주셔서 상담도 해주시고 자세하게 설명해주셔서 좋은...
품절이라니..옵션에 적용이라도 시켜주지..진짜 고르고 골라서 주문한...
가격도 저렴하고 품질도 좋아요^^
구매하기 전에 반신반의 했는데 사용해보니 대 만족 이네요
가격도 싸고 괜찮았어요! 다만 배송이 느렸다는점ㅠ 그외에는 괜찮았...
비싼거 살 필요가 없내요. 가격에 맞고 나한테 맞는제품이면 싼들 뭐...
짜 고민고밍 하다가 샀어요 고민괜히한거 같아요!물건 너무좋네요 ㅎ...
물건 잘받고 아무이상없는거 확인했어요 감사합니다
원하는 상품이였고 제품도 너무 좋네요 잘쓸께요 감사합니다^^
장난없더라구요. 좋은 제품인듯합니다. 번창하세요
일단 배송도 빠르고 상품도 잘도착되어 만족입니다. 품질도 괜찮고 가...
그럭저럭 만족합니다
가격도 너무 착하구 이쁘네요 맘에 쏙들어요^^
더 써봐야겠지만 일단 만족합니다.
제품자체는 정말 좋은데 배송때문에 약간 모자라는 98프로~~~~
오래쓰는 제품이길 바랄뿐!!!! 아껴서 잘쓰려구요~
좋은 제품 잘받아갑니다!!
그냥 가격에 딱 맞는 제품이네요
개인적으로 괜찮은것 같아요~나쁘지 않네요!
배송이 너무너무 느려서 혹시 다른데 갔나했는데..잘오더군요 배송업...
저렴하게 잘구입 했어요 대신 배송이좀늦었네요!!!
전체적으로 만족합니다
배송은 진짜 진짜느렸지만 저렴한가격에 잘 샀습니다 만족해요
가격도 저렴하고 혹시 고민허시는분 주저하시 마세요
문제가 생겨연락하니 전체를 교환해 주네요 서비스 마인드가 참 좋습...
아주 유용하게 잘 쓰고 있습니다 좋은제품 싸게파셔서 감사해요 판매...
너무 늦은 배송으로 기분이 완벽하게 좋진않았던거같습니다
그냥 좋습니다 가격면에서도 성능면에서도
일단 가격도 너무 착하고 제품도 써보니 괜찮네요^^
너무 저렴한 가격이라 반신반의했는데 받아보니 좋네요
생각했던것보다 그닥~~~
가격도 저렴하고 배송도 빠른 편이고 만족합니다 아직 하루밖에 사용...
저한테는 안맞는거 같아요~~~
딴사이트보다 싸게 샀더 라고요 ㅋㅋㅋㅋㅋㅋ추천이에요 ㅋ
다른곳보다 싸게 구입할 수 있어서 좋았습니다.
가격대비성능 괜찮아요. 디자인도 마음에 듭니다 잘 쓰겠습니다.!!!!
어머니가 필요로해서 사드렸는데...다른곳보다 많이 저렴하네요 잘구...
사용이 간단해서 좋다고 합니다
생각했던 것 보다 더 고급스러워요.적극 추천합니다
일단 배송이나 제품은 문제가 없어서 그럭저럭 쓰구있습니다
검색하자마자 바로 찾아서 다른데 보지도 않고 구매했습니다. 다음에 ...
배송도 빨리오고 상품도 전혀 문제없이 잘 쓰고 있습니다^^
첨 써보는거라 좋은지 나쁜지 모르겠으나 확실히 좋은제품이 맞는거 ...
배송도 하루만에오고 품질도 좋고 기본으로 구입했는데 괜찮네요
포장도 너무잘되있구 이뻐요 제품 잘쓸꼐요~~
"손상된것도 없어보이구요,, 잘쓰겠습니다. 많이많이 파세요."
너무너무좋아요 부모님께 선물로 드렸는데 너무 만족하십니다 ㅋㅋ
후기가 좋아서 구매했는데 역시 직접 써보고 느끼는군요..ㅜㅜ..
몇일을 사용해도 문제없는거보니 제품에 하자는 없는듯해요 만족합니...
이런 저렴한 가격으로 이렇게 좋은 상품을*_* 대박나세요!!
빠른배달로 정말 받고 나서도 기분 좋았습니다. 사용해보니 정말 좋군...
배송 완전 총알보다 더 빠름...디자인은 고급스럽고 아주아주 만족안...
"성능은 좋구요, 가격도 좋고 잘 산거 같네요"
"포장도 깔끔하게 해서 오고, 가격도 저렴하고,배송도 빠릅니다"
가격대비면에서 너무 저렴해서 안좋은 제품일까봐 걱정을 많이했었는...
먼저번에 써보구 좋다구 자랑했더니 친구가 부탁해서 두개 더 주문해...
저렴한가격에 이만한 재품이면 만족스럽네요. 배송도 빠르고 잘받았습...
제품상태는 좋아서 만족하지만 좀 더 빠른 배송 부탁드립니다. 많이 ...
좋은 물건 많이 파세요.
인터넷 쇼핑이 처음인데 다행히 좋은제품이와서 안심하고 구매할수 있...
오래 써봐야 알겟지만 지금은 매우 만족입니당!
배송이 빨리 되서 참 좋아요ㅎㅎ
판매자분의 친절한 응대로 쉽고 빠르게 구매했습니다 감사합니다^^
또 구매한다면 여기서 하고싶어요 배송도 빠른편이라 괜찮은것같아요 ...
성능은 굳! 만족합니다^^
아빠선물드렸는데 만족하세요
부모님 사드렸어요 ~~~좋은 제품으로 보내주셨네요~~ 감사합니다^^
리뷰보고 주문했는데 받고보니 제품이 더좋네요 잘쓰겠습니다
정말 맘에드는 제품이네요^^ 디자인도 좋아요
실용성있고 이쁘네요
"배송도 빨랐고, 제품도 마음에 들어요~^^"
좋아요 ㅎㅎ 많이파세요
저렴하게 정말 잘 구입해서 완전 만족스럽습니다^^ 너무 만족스러워요...
빠른 배송도 만족이지만 꺼내보니 예쁜색상에 더욱 만족이예요~ㅎ
우선 제일좋은건 가격이 좋았고 또 배송도엄청빠르네요
디자인도 깔끔하고 너무 이쁘네요. 감사합니다!
직원분이 친절하게도 빠른배송으로 잘 해주셔서 너무좋네요 대박나세...
나름 괜찮은거 같아요
디자인보단매우 실용적이예요
정말 최고 입니다. 너무 좋습니다.
생각보단 품질과 디자인이 우수하군요.
그럭저럭 괜찮아요
튼튼해보이고 이쁘네요
생각했던 것 보다 디자인이 마음에 확 와 닿았습니다
가격대비 만족 합니다 재질도 튼튼하고 색상도 이뻐요
사진으로 본거보다 훨씬 이쁘네요
선물하려고 고르고 고르다 구매하게되었어요 잘고른거 같아요^^
매우 만족하고 상품좋습니다
인터넷쇼핑은 항상실패를 하는 경우가 많았었는데 요아인 가격대비 강...
무엇보다 가격이 정말 마음에 들어요.
생각보다 빨리 와서 너무 좋았습니다
가격대비 짱짱맨.
잘 받았습니다. 많이 파세요 ^^
생각보다 괜찮네요!ㅎㅎ
배송도빠르고 생각보다 물건도 좋은거같아서 맘에듭니다
이렇게 줘도되나 싶을정도로 만족할만큼 얻어 갑니다 감사해요^^
오프라인 매장에서 파는거랑 똑같은 제품이더라구요. 싼가격에 같은제...
항상 믿고 구매합니다. 많이파세요
아니 도대체 뭐 남기시고 파는거에요? ㅋㅋㅋㅋ진짜 대박이네요.
항상 쓰는거에요 최고에오 너무 좋아요
개인적으로 추천합니다ㅋ선물드렸는데 매우 만족해 하십니다ㅋㅋㅋ
휴대가 간편해서 좋아요
접이식이여서 너무 좋아요
친환경 제품이라 안심하고 쓸수 있어 추천합니다
애들이 먹는 텀블러인데 안심할수 있어 좋아요
색감도 좋고 용량도 크네요
캠핑용으로 나들이용으로도 좋아요
제가 써보고 좋아서 선물해줬어요 지인분들 좋아하네요
이뻐요 잘산거 같아요
대량구매했는데 다들 너무 좋아해요^^ 고급스럽고 비싼거 같다구 ㅋㅋ
전에쓰던 텀블러보다 좋네요 깔끔하니
디자인도 이쁘고 물맛도 좋은거 같아요
온도가 표시되니 계속 보게 되네요
보온병이다보니 오래가서 좋아요
텀블러 찾고있는데 이런걸 발견해서 구매했습니다 너무 좋네요
"만원 짜리 물통이라 기대는 안했지만 정말 아쉬운점 몇가지만 적어봅니다.1. 2리터 물통이라 써져 있어서 며칠 먹었는데 많은거 같은 느낌이 들어거 무게를 측정해 보니물을 만땅 채운
만원 짜리 물통이라 기대는 안했지만 정말 아쉬운점 몇가지만 적어봅니다.

1. 2리터 물통이라 써져 있어서 며칠 먹었는데 많은거 같은 느낌이 들어거 무게를 측정해 보니
물을 만땅 채운 후 측정하니 2.84 - 통무게 0.22
약 2.6정도 나옵니다.
기계마다 차이는 있겠지만(목욕탕 체중계 기준)
또 2리터 짜리 물통에 담겨있던 물을 부어도 한참이 남습니다.
판매하는 제목과 설명부터 바꿔야 겠습니다.

2. 바닥에 제품설명인지 스티커가 붙어서 오는데 (참고로 3통삼 다 붙어있음)
싸구려 스티커인지 한번에 절대 안떨어지고 다 덕지덕지 달라붙어서 물에 불려서 문대도 정말 안지워 집니다. 한통당 10분동안 난리를 치면서 벗겼는데도 아직 자국이 남아있습니다.
.
무리해서 닦느라 기스나고

3.
하지만 견고한 플라스틱이 아닌 델몬트 쥬스 병같은 보통 생수통보다는 살짝 단단한 느낌 입니다.

4.
."
"저는 일단 커피(아메x믹스o)를 즐겨마시는 편으로 심하다고 할 정도 마셔서 하루에 물한잔 먹는 정도였어요. 요즘 제 몸이 심상치 않음을 느끼고 운동을 시작하며 물도 많이 마셔야겠
저는 일단 커피(아메x믹스o)를 즐겨마시는 편으로 심하다고 할 정도 마셔서 하루에 물한잔 먹는 정도였어요.

요즘 제 몸이 심상치 않음을 느끼고 운동을 시작하며 물도 많이 마셔야겠다는 마음으로 구매했어요.

저번주 수요일에 배송받았는데 이틀전부터 물을 많이 마시기 시작해서 배는 무지 부르고 화장실을 시도때도 없이 가지만 하루에 1리터는 넘게 먹어보자 했으나 지금 이 물통으로 두번을 가득채워서 먹는중이에요.

출근하기전에 가득 9시쯤 1번 오후 2시쯤 다먹고 또 가득담아서 저녁8시쯤 다먹고 씻고 집 전용 500미리 컵으로 두잔더 먹으니.. 총 4리터는 넘게 먹는 중이네요

^^;; 맹물만? 마시면 안좋다? 라고 들어서 티타서 먹는중이에요 ㅋ 들고다니면서 먹다보니 보는 사람마다 놀래네요 ㅋ 정말 잘 구매한듯 합니다

~ 잘 사용하겠습니다~"
"재구매후 쌀도 담아서도 쓰고있어요. 쌀은 내장보관해야 좋거든요.ㅎ 근데 뚜껑 자주열다보면 뚜껑이 안쪽으로 구부러져서 손상되는현상있어요. 나중에는 뚜껑 안쪽이 밀려들어가더라고요. 이
재구매후 쌀도 담아서도 쓰고있어요. 쌀은 내장보관해야 좋거든요.ㅎ 근데 뚜껑 자주열다보면 뚜껑이 안쪽으로 구부러져서 손상되는현상있어요. 나중에는 뚜껑 안쪽이 밀려들어가더라고요. 이현상은 눈치못채다가 어느 순간에 발견하게됬네요. 심하게 밀려들어간것이 이미 이전에 구매한것에서 경험해서 조심하고 있어요. 사진에 엄지손가락으로 제가 저렇게 열거든요. 사진은 예시에요. 일부로 힘줘서 누른거 아닙니다. 전에 판매자님이 이런현상 한번도 못봤다고하는데 제가 재구매전 제품 2개가 다저래요. 저런현상을 저만격지는 않을거 같아요. 홈파져있는 부분으로 자연스럽게 편하다고 엄지손가락으로 열어제끼면 저처럼 나중에 손상됩니다. 신경쓰면서 뚜껑열어야되는 점 불편해요."
"이거 받고 3일동안 회사에 있으면서 매일 한통 다 먹고 가는거 성공했어요! 매일 커피만 먹고 물을 안먹어서 다이어트 시작하면서 물통 샀는데 너무 만족스러워요! 제가 물을 하루에 5
이거 받고 3일동안 회사에 있으면서 매일 한통 다 먹고 가는거 성공했어요! 매일 커피만 먹고 물을 안먹어서 다이어트 시작하면서 물통 샀는데 너무 만족스러워요!
제가 물을 하루에 500ml도 안먹는 경우가 많았는데 첫날에는 좀 억지로 먹고 두번째날은 좀 괜찮고 3번째날은 편하게 다 먹었어요

그러면서 느끼는게 제 몸이 물이 많이 고팠나봐요 집에가서도 물이 먹게 되더라구요 물병은 회사에서만 씁니다

빨대도 같이 구매했는데 맞춰서 잘 자르라고 길게 온거지만 얼만큼 잘라야할지 당황스러워서 조금만 잘라보자 했는데 저한텐 딱 맞더라구요 빨대 입구 플라스틱? 부분까지 생각해야해서 길이 참고하시라고 같이 사진 첨부합니다

물 많이 많이 먹읍시다 ㅎㅎ"
"한달 넘게 사용하면서 느낌점은먼저 물통 입구 방향이 한쪽 방향으로만 마실 수 있어서 운동중이나 자세를 바꿔야 할 경우에 사용하기엔 불편했습니다. (입구가 중앙에 있으면 좋을 것 같
한달 넘게 사용하면서 느낌점은
먼저 물통 입구 방향이 한쪽 방향으로만 마실 수 있어서 운동중이나 자세를 바꿔야 할 경우에 사용하기엔 불편했습니다. (입구가 중앙에 있으면 좋을 것 같더군요)
물통 손잡이도 손이 큰 사람이 쓰기엔 구멍이 좀 작게 느껴지더군요 손가락 등부분이 자꾸 쓸려서 장갑을 낀 상태에선 잡기 어려웠습니다.
세척을 할때 손을 넣어 닦을 수 있다는점은 좋았지만 뜨거운물을 담거나 소독을 할 수 없다는 점은 불편했습니다.
물을 하루종일 한번만 담아서 마실 수 있는 용량이라는 점이 좋아서
다시 구매할 용의가 있긴 하지만, 이런 점들을 개선해 나가신다면 더 오래 쓰지 않을까 싶네요."
"리뷰 수정했습니다. 별 한개에서 별 다섯개로.뚜껑에서 물이 샌다는 문제를 이야기 하자마자 뚜껑 새로 보내주셨어요!! 뚜껑에 있는 실리콘이 살짝 찢어져있었네요. 바로바로 처리해주셔서
리뷰 수정했습니다.

별 한개에서 별 다섯개로.

뚜껑에서 물이 샌다는 문제를 이야기 하자마자 뚜껑 새로 보내주셨어요!!

뚜껑에 있는 실리콘이 살짝 찢어져있었네요. 바로바로 .

빠른 대처 칭찬해!

많이 파시고 귀사의 무궁한 발전을 기원합니다!

새뚜껑 감사해요~
=============================================
기존 리뷰

다른거 다 괜찮은데 물통 뚜껑에서 물이 샙니다.
물통 들고 마실라그러면 꼭 한두방울씩 흘러내려요. 뭔가 하자가 있는거 같은데 제꺼만 그렇겠죠뭐.

수령하고 나서 좀 써보고 구매 확정 할 걸 그랬습니다.

교환요청이 안되네요 ㅠ

사이즈, 다 좋습니다. 뚜껑 하자만 빼면요.."
"이렇게 클지몰랐는데 ...ㅋㅋㅋ아주좋아요제 자리가 사무실 정수기와는 정반대여서 매번 물뜨러다니는것도 번거로웠는데 너무 만족스럽습니다가격도 착하구요다만 빨대가 조금 불편하네요아 근데
이렇게 클지몰랐는데 ...ㅋㅋㅋ
아주좋아요
제 자리가 사무실 정수기와는 정반대여서 매번 물뜨러다니는것도 번거로웠는데 너무 만족스럽습니다
가격도 착하구요
다만 빨대가 조금 불편하네요
아 근데 헐 리뷰쓰다가 생각났는데
처음에 뚜껑열면 젤위에 망같은게있는데 그걸 사무실에 뒀는데 분명.. 어디갔죠 버리셨나봐요... 괜차나요...
안쓰니깐...그래도 아쉽ㅜ
이거들고 가끔 운동하는 흉내도 내보고그래요 심심할때 좋아요
그리고 관종이 되는 기분도 느껴요
제자리가 좀 공개된자리인데 지나가면서 다 물어보세요
그게뭐냐고 , 그걸 다마시냐고 ㅋㅋ
네 다마셔요 하면 어익후야 하고 가십니다 꿀잼"
"일단 그립감은 제 기준 여태 썻던것들과는 차이가 커요 손잡이가 안미끄러지고 촥감기는게 아주 좋구요 내구성은 사용하기 나름인데 이정도면 튼튼하지않나요? 몇번 떨구긴했는데 시멘트바닥
일단 그립감은 제 기준 여태 썻던것들과는 차이가 커요 손잡이가 안미끄러지고 촥감기는게 아주 좋구요 내구성은 사용하기 나름인데 이정도면 튼튼하지않나요? 몇번 떨구긴했는데 시멘트바닥에 다행이 낮은 높이여서 테스트 아닌 테스트 했었죠 ㅎ 무게감은 보통으로 한건 특정 다수가 들 경우 고려하면 이게 뭐라고 하지 알차다? 그래수 살짝 무리는 안가지만 느낄수 있겠다 생각했어요~ 일단 전 만족 200퍼~^^"
"진짜 좋아요 검은색은 남은 물 양이 잘 안보인다는 단점은 있는데 딱히 알아야될 필요도 없고 무게로 대충 알수 있습니다. 물을 가득 채워서 무거워져도 들기에 되게 편하구요 돌려 열면
진짜 좋아요 검은색은 남은 물 양이 잘 안보인다는 단점은 있는데 딱히 알아야될 필요도 없고 무게로 대충 알수 있습니다. 물을 가득 채워서 무거워져도 들기에 되게 편하구요 돌려 열면 손이 살짝 큰편인 저도 손 넣어서 내부 닦을수 있을 정도로 입구가 넓어요. 마시는 쪽 입구는 크기도 적당해서 울컥울컥 넘치거나 하는일이 없어서 정말 좋아요 배송비 때문에 살짝 비싸다는 느낌은 있었는데 막상 사보니까 괜찮게 잘 샀다는 느낌을 줄 정도네요 정말 좋아요 추천합니다!"
